Arrival Date,F_Governorate_En,F_District_En,F_Sub-District_En,F_Community_En,T_Governorate_En,T_District_En,T_Sub-District_En,T_Community_En,T_Camp_En,New Arrivals (Ind),New Arrivals (HH),Most common shelter type for new arrivals,Most common tenancy arrangement for new arrivals,1st priority need of IDPs arriving during the coverage period,2nd priority need of IDPs arriving during the coverage period,3rd priority need of IDPs arriving during the coverage period,F_Governorate_PCODE,F_District_PCODE,F_Sub-District_PCODE,F_Community_PCODE,T_Governorate_PCODE,T_District_PCODE,T_Sub-District_PCODE,T_Community_PCODE,T_Camp_PCODE
1-31 December,Idleb,Idleb,Idleb,,Idleb,Jisr-Ash-Shugur,Janudiyeh,Maland,,10,2,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0700,SY070000,,SY07,SY0704,SY070403,C4259,
1-31 December,Idleb,Jisr-Ash-Shugur,Darkosh,,Idleb,Jisr-Ash-Shugur,Janudiyeh,Qanniyeh (Janudiyeh),,10,2,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0704,SY070402,,SY07,SY0704,SY070403,C4260,
1-31 December,Idleb,Jisr-Ash-Shugur,Janudiyeh,,Idleb,Jisr-Ash-Shugur,Janudiyeh,Qanniyeh (Janudiyeh),,10,2,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0704,SY070403,,SY07,SY0704,SY070403,C4260,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,,17,3,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0704,SY070400,,SY07,SY0704,SY070403,C4263,
1-31 December,Idleb,Jisr-Ash-Shugur,Badama,,Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,,22,4,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0704,SY070401,,SY07,SY0704,SY070403,C4263,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Jisr-Ash-Shugur,Janudiyeh,Jdidet Eljisr,,14,3,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY05,SY0502,SY050202,,SY07,SY0704,SY070403,C4265,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Jisr-Ash-Shugur,Janudiyeh,Hamama - Kafr Debbin,,20,4,Solid_finished_houses_apartments,,Cash,Winterization,NFI,SY07,SY0704,SY070400,,SY07,SY0704,SY070403,C4267,
1-31 December,Idleb,Jisr-Ash-Shugur,Janudiyeh,,Idleb,Jisr-Ash-Shugur,Janudiyeh,Hamama - Kafr Debbin,,16,3,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0704,SY070403,,SY07,SY0704,SY070403,C4267,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Ariha,Orm Eljoz,,18,4,Self_settled_Camp,,Shelter,Cash,Food,SY05,SY0502,SY050202,,SY07,SY0705,SY070500,C4269,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Ariha,Ariha,Orm Eljoz,,23,5,Self_settled_Camp,,Shelter,Cash,Food,SY07,SY0705,SY070500,,SY07,SY0705,SY070500,C4269,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Ariha,Ariha,Orm Eljoz,,40,8,Unfinished_damaged_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070500,,SY07,SY0705,SY070500,C4269,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Ariha,Orm Eljoz,,18,4,Self_settled_Camp,,Shelter,Cash,Food,SY07,SY0705,SY070501,,SY07,SY0705,SY070500,C4269,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ariha,Ariha,,25,5,Solid_finished_houses_apartments,,Cash,Winterization,Health,SY07,SY0700,SY070000,,SY07,SY0705,SY070500,C4278,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Ariha,Ariha,,71,14,Solid_finished_houses_apartments,,Winterization,Cash,Health,SY07,SY0703,SY070301,,SY07,SY0705,SY070500,C4278,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Ariha,Ariha,Ariha,,136,27,Solid_finished_houses_apartments,,Cash,Winterization,Health,SY07,SY0705,SY070500,,SY07,SY0705,SY070500,C4278,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Ariha,Ariha,Ariha,,56,11,Solid_finished_houses_apartments,,Winterization,Cash,Health,SY07,SY0705,SY070500,,SY07,SY0705,SY070500,C4278,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Ariha,Ariha,,136,27,Solid_finished_houses_apartments,,Cash,Winterization,Health,SY07,SY0705,SY070501,,SY07,SY0705,SY070500,C4278,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Ariha,Ariha,,122,24,Solid_finished_houses_apartments,,Winterization,Cash,Health,SY07,SY0705,SY070501,,SY07,SY0705,SY070500,C4278,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ariha,Kafraziba,,20,4,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0700,SY070000,,SY07,SY0705,SY070500,C4282,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Ariha,Ariha,Kafraziba,,36,7,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070500,,SY07,SY0705,SY070500,C4282,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Ariha,Kafraziba,,47,8,Solid_finished_houses_apartments,,Cash,NFI,Winterization,SY07,SY0705,SY070501,,SY07,SY0705,SY070500,C4282,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Ariha,Ariha,Nahliya,,56,11,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070500,,SY07,SY0705,SY070500,C4286,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Ariha,Nahliya,,21,4,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY07,SY0705,SY070500,C4286,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Ariha,Moataf,,21,4,Solid_finished_houses_apartments,,Cash,Winterization,Health,SY07,SY0703,SY070301,,SY07,SY0705,SY070500,C4287,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Ariha,Ariha,Moataf,,37,7,Solid_finished_houses_apartments,,Cash,Winterization,Health,SY07,SY0705,SY070500,,SY07,SY0705,SY070500,C4287,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Ariha,Kafr Shalaya,,30,7,Solid_finished_houses_apartments,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY07,SY0705,SY070500,C4289,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ehsem,Abdita,,34,7,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY07,SY0705,SY070501,C4291,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Ariha,Ehsem,Abdita,,5,1,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070005,,SY07,SY0705,SY070501,C4291,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Ariha,Ehsem,Ablin,,27,6,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020300,,SY07,SY0705,SY070501,C4292,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Ariha,Ehsem,Ablin,,19,4,Solid_finished_houses_apartments,,Education,Winterization,Cash,SY07,SY0700,SY070005,,SY07,SY0705,SY070501,C4292,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Ariha,Ehsem,Ablin,,18,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070005,,SY07,SY0705,SY070501,C4292,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Ehsem,Ablin,,14,3,Solid_finished_houses_apartments,,Education,Winterization,Cash,SY07,SY0703,SY070301,,SY07,SY0705,SY070501,C4292,
1-31 December,Idleb,Harim,Qourqeena,,Idleb,Ariha,Ehsem,Ablin,,5,1,Solid_finished_houses_apartments,,Education,Winterization,Cash,SY07,SY0703,SY070304,,SY07,SY0705,SY070501,C4292,
1-31 December,Idleb,Jisr-Ash-Shugur,Janudiyeh,,Idleb,Ariha,Ehsem,Ablin,,4,1,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0704,SY070403,,SY07,SY0705,SY070501,C4292,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Ariha,Ehsem,Rami (Ehsem),,29,6,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY02,SY0203,SY020300,,SY07,SY0705,SY070501,C4294,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ehsem,Rami (Ehsem),,23,5,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0700,SY070000,,SY07,SY0705,SY070501,C4294,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Ehsem,Rami (Ehsem),,34,7,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0703,SY070301,,SY07,SY0705,SY070501,C4294,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ehsem,Ehsem,,15,3,Solid_finished_houses_apartments,,Food,Winterization,Livelihoods,SY07,SY0700,SY070000,,SY07,SY0705,SY070501,C4295,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Ariha,Ehsem,Ehsem,,5,1,Solid_finished_houses_apartments,,Food,Winterization,Livelihoods,SY07,SY0700,SY070005,,SY07,SY0705,SY070501,C4295,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Ehsem,Ehsem,,15,3,Solid_finished_houses_apartments,,Food,Winterization,Livelihoods,SY07,SY0703,SY070301,,SY07,SY0705,SY070501,C4295,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ehsem,Balshun,,20,4,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0700,SY070000,,SY07,SY0705,SY070501,C4296,
1-31 December,Idleb,Harim,Harim,,Idleb,Ariha,Ehsem,Balshun,,10,2,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0703,SY070300,,SY07,SY0705,SY070501,C4296,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Ehsem,Balshun,,30,6,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0703,SY070301,,SY07,SY0705,SY070501,C4296,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ehsem,Mozra,,4,1,Solid_finished_houses_apartments,,NFI,Education,Cash,SY07,SY0700,SY070000,,SY07,SY0705,SY070501,C4298,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Ariha,Ehsem,Mozra,,18,4,Solid_finished_houses_apartments,,NFI,Education,Cash,SY07,SY0705,SY070500,,SY07,SY0705,SY070501,C4298,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Ehsem,Mozra,,9,2,Solid_finished_houses_apartments,,NFI,Education,Cash,SY07,SY0705,SY070501,,SY07,SY0705,SY070501,C4298,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ehsem,Balyun,,20,4,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0700,SY070000,,SY07,SY0705,SY070501,C4302,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Ehsem,Balyun,,20,4,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0703,SY070301,,SY07,SY0705,SY070501,C4302,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Ariha,Ehsem,Joseph,,10,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070005,,SY07,SY0705,SY070501,C4303,
1-31 December,Idleb,Harim,Harim,,Idleb,Ariha,Ehsem,Joseph,,20,4,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0703,SY070300,,SY07,SY0705,SY070501,C4303,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Ehsem,Joseph,,15,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY07,SY0705,SY070501,,SY07,SY0705,SY070501,C4303,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ehsem,Kafr Haya,,26,5,Solid_finished_houses_apartments,,Education,Winterization,Cash,SY07,SY0700,SY070000,,SY07,SY0705,SY070501,C4306,
1-31 December,Idleb,Harim,Armanaz,,Idleb,Ariha,Ehsem,Kafr Haya,,10,2,Solid_finished_houses_apartments,,Education,Winterization,Cash,SY07,SY0703,SY070305,,SY07,SY0705,SY070501,C4306,
1-31 December,Aleppo,Jebel Saman,Atareb,,Idleb,Ariha,Ehsem,Marata (Ehsem),,16,3,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY02,SY0200,SY020001,,SY07,SY0705,SY070501,C4307,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ehsem,Marata (Ehsem),,46,9,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0700,SY070000,,SY07,SY0705,SY070501,C4307,
1-31 December,Idleb,Harim,Harim,,Idleb,Ariha,Ehsem,Marata (Ehsem),,10,2,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0703,SY070300,,SY07,SY0705,SY070501,C4307,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Ehsem,Marata (Ehsem),,49,10,Solid_finished_houses_apartments,,Winterization,Livelihoods,Cash,SY07,SY0703,SY070301,,SY07,SY0705,SY070501,C4307,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Ehsem,Marayan,,15,3,Solid_finished_houses_apartments,,Food,Winterization,Cash,SY07,SY0700,SY070000,,SY07,SY0705,SY070501,C4308,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Ariha,Ehsem,Marayan,,15,3,Solid_finished_houses_apartments,,Food,Winterization,Cash,SY07,SY0700,SY070005,,SY07,SY0705,SY070501,C4308,
1-31 December,Idleb,Harim,Armanaz,,Idleb,Ariha,Ehsem,Marayan,,10,2,Solid_finished_houses_apartments,,Food,Winterization,Cash,SY07,SY0703,SY070305,,SY07,SY0705,SY070501,C4308,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Baydar Shamsu,,12,2,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4310,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Mhambal,Baydar Shamsu,,12,2,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0705,SY070501,,SY07,SY0705,SY070502,C4310,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Baydar Shamsu,,19,3,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4310,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Ariha,Mhambal,Ora Qabli - Edwan,,23,4,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY02,SY0203,SY020300,,SY07,SY0705,SY070502,C4312,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Ora Qabli - Edwan,,15,3,Solid_finished_houses_apartments,,Safety,Food,NFI,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4312,
1-31 December,Idleb,Harim,Harim,,Idleb,Ariha,Mhambal,Ora Qabli - Edwan,,17,3,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0703,SY070300,,SY07,SY0705,SY070502,C4312,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Mhambal,Ora Qabli - Edwan,,17,3,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0703,SY070301,,SY07,SY0705,SY070502,C4312,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Ariha,Mhambal,Ora Qabli - Edwan,,10,2,Solid_finished_houses_apartments,,Safety,Food,NFI,SY07,SY0704,SY070400,,SY07,SY0705,SY070502,C4312,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Ora Qabli - Edwan,,20,4,Solid_finished_houses_apartments,,Safety,Food,NFI,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4312,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Ariha,Mhambal,Kniseh (Mhambal),,16,3,Solid_finished_houses_apartments,,Food,Livelihoods,Winterization,SY07,SY0704,SY070400,,SY07,SY0705,SY070502,C4313,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Kniseh (Mhambal),,26,5,Solid_finished_houses_apartments,,Food,Livelihoods,Winterization,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4313,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Northern Laj,,36,6,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4316,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Mhambal,Northern Laj,,18,3,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0705,SY070501,,SY07,SY0705,SY070502,C4316,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Northern Laj,,18,3,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4316,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Hmeimat,,21,4,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4319,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Hmeimat,,16,3,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4319,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Badriyeh (Badriyeh Mhambal),,22,4,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4320,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Badriyeh (Badriyeh Mhambal),,22,4,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4320,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Jadraya,,15,3,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4320,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Mhambal,Jadraya,,10,2,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0705,SY070501,,SY07,SY0705,SY070502,C4320,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Jadraya,,10,2,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4320,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Ariha,Mhambal,Beftamun,,11,2,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0700,SY070000,,SY07,SY0705,SY070502,C4321,
1-31 December,Idleb,Harim,Harim,,Idleb,Ariha,Mhambal,Beftamun,,11,2,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0703,SY070300,,SY07,SY0705,SY070502,C4321,
1-31 December,Idleb,Harim,Dana,,Idleb,Ariha,Mhambal,Beftamun,,22,4,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0703,SY070301,,SY07,SY0705,SY070502,C4321,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Bsanqul,,11,2,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4322,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Mhambal,Bsanqul,,17,3,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0705,SY070501,,SY07,SY0705,SY070502,C4322,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Bsanqul,,22,4,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4322,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Ariha,Mhambal,Baqlid,,14,3,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0704,SY070400,,SY07,SY0705,SY070502,C4324,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Hila,,13,2,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4328,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Ariha,Mhambal,Hila,,13,2,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0704,SY070400,,SY07,SY0705,SY070502,C4328,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Hila,,19,3,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4328,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Kafrmid,,11,2,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4329,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Kafrmid,,27,5,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4329,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Mhambal,,17,3,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4330,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Mhambal,,20,4,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C4330,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Ariha,Mhambal,Mhambal,,20,4,Solid_finished_houses_apartments,,Safety,Food,Winterization,SY07,SY0704,SY070400,,SY07,SY0705,SY070502,C4330,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Mhambal,,22,4,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C4330,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Tal Tawil (Afrin),,22,4,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C6333,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Tal Tawil (Afrin),,16,3,Self_settled_Camp,,Shelter,Winterization,Food,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C6333,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Afrin,Tal Tawil (Afrin),,16,3,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020303,,SY02,SY0203,SY020300,C6333,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,A'zaz,Aghtrin,Arshaf,,32,7,Solid_finished_houses_apartments,,NFI,Food,Winterization,SY02,SY0204,SY020400,,SY02,SY0204,SY020401,C6334,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Marj,,12,2,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C6365,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Ariha,Mhambal,Marj,,12,2,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0704,SY070400,,SY07,SY0705,SY070502,C6365,
1-31 December,Aleppo,Afrin,Afrin,,Idleb,Harim,Dana,Bab El Hawa,,284,50,Self_settled_Camp,,Winterization,Cash,Food,SY02,SY0203,SY020300,,SY07,SY0703,SY070301,C6389,
1-31 December,Aleppo,Afrin,Jandairis,,Idleb,Harim,Dana,Bab El Hawa,,57,10,Self_settled_Camp,,Winterization,Cash,Food,SY02,SY0203,SY020302,,SY07,SY0703,SY070301,C6389,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Harim,Dana,Bab El Hawa,,170,30,Self_settled_Camp,,Cash,Winterization,Food,SY07,SY0705,SY070501,,SY07,SY0703,SY070301,C6389,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Muarset Khateeb,,16,3,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C6394,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Kafrmeez,,16,3,Collective_centers_such_as_mosques_schools_etc,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C6395,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Bulbul,Zfnek,,12,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020300,,SY02,SY0203,SY020301,C6396,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Tatara-Tataranli,,16,3,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C6398,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Lower-Marwana,,12,2,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C6399,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Jandairis,Lower-Marwana,,41,7,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0704,SY070400,,SY02,SY0203,SY020302,C6399,
1-31 December,Idleb,Ariha,Ariha,,Aleppo,Afrin,Jandairis,Lower-Marwana,,29,5,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0705,SY070500,,SY02,SY0203,SY020302,C6399,
1-31 December,Aleppo,Afrin,Ma'btali,,Aleppo,Afrin,Ma'btali,Mazraet Shlu,,14,3,Solid_finished_houses_apartments,,Livelihoods,Winterization,Food,SY02,SY0203,SY020306,,SY02,SY0203,SY020306,C6400,
1-31 December,Aleppo,Jarablus,Jarablus,,Aleppo,Afrin,Ma'btali,Mazraet Shlu,,10,2,Solid_finished_houses_apartments,,Livelihoods,Winterization,Food,SY02,SY0208,SY020800,,SY02,SY0203,SY020306,C6400,
1-31 December,Idleb,Harim,Dana,,Aleppo,Afrin,Ma'btali,Mazraet Shlu,,14,3,Solid_finished_houses_apartments,,Livelihoods,Winterization,Food,SY07,SY0703,SY070301,,SY02,SY0203,SY020306,C6400,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Ma'btali,Arab-Shekho,,10,2,Solid_finished_houses_apartments,,Shelter,Food,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020306,C6401,
